Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Total number of played matches
2016/17,26/12/16,Arsenal,West Brom,1,0,H,0,0,D,1
2016/17,26/12/16,Burnley,Middlesbrough,1,0,H,0,0,D,1
2016/17,26/12/16,Chelsea,Bournemouth,3,0,H,1,0,H,1
2016/17,26/12/16,Hull,Man City,0,3,A,0,0,D,1
2016/17,26/12/16,Leicester,Everton,0,2,A,0,0,D,1
2016/17,26/12/16,Man United,Sunderland,3,1,H,1,0,H,1
2016/17,26/12/16,Swansea,West Ham,1,4,A,0,1,A,1
2016/17,26/12/16,Watford,Crystal Palace,1,1,D,0,1,A,1
2016/17,27/12/16,Liverpool,Stoke,4,1,H,2,1,H,1
2016/17,28/12/16,Southampton,Tottenham,1,4,A,1,1,D,1
2016/17,30/12/16,Hull,Everton,2,2,D,1,1,D,1
2016/17,31/12/16,Burnley,Sunderland,4,1,H,1,0,H,1
2016/17,31/12/16,Chelsea,Stoke,4,2,H,1,0,H,1
2016/17,31/12/16,Leicester,West Ham,1,0,H,1,0,H,1
2016/17,31/12/16,Liverpool,Man City,1,0,H,1,0,H,1
2016/17,31/12/16,Man United,Middlesbrough,2,1,H,0,0,D,1
2016/17,31/12/16,Southampton,West Brom,1,2,A,1,1,D,1
2016/17,31/12/16,Swansea,Bournemouth,0,3,A,0,2,A,1
2016/17,01/01/17,Arsenal,Crystal Palace,2,0,H,1,0,H,1
2016/17,01/01/17,Watford,Tottenham,1,4,A,0,3,A,1
2016/17,02/01/17,Everton,Southampton,3,0,H,0,0,D,1
2016/17,02/01/17,Man City,Burnley,2,1,H,0,0,D,1
2016/17,02/01/17,Middlesbrough,Leicester,0,0,D,0,0,D,1
2016/17,02/01/17,Sunderland,Liverpool,2,2,D,1,1,D,1
2016/17,02/01/17,West Brom,Hull,3,1,H,0,1,A,1
2016/17,02/01/17,West Ham,Man United,0,2,A,0,0,D,1
2016/17,03/01/17,Bournemouth,Arsenal,3,3,D,2,0,H,1
2016/17,03/01/17,Crystal Palace,Swansea,1,2,A,0,1,A,1
2016/17,03/01/17,Stoke,Watford,2,0,H,1,0,H,1
2016/17,04/01/17,Tottenham,Chelsea,2,0,H,1,0,H,1
2016/17,14/01/17,Burnley,Southampton,1,0,H,0,0,D,1
2016/17,14/01/17,Hull,Bournemouth,3,1,H,1,1,D,1
2016/17,14/01/17,Leicester,Chelsea,0,3,A,0,1,A,1
2016/17,14/01/17,Sunderland,Stoke,1,3,A,1,3,A,1
2016/17,14/01/17,Swansea,Arsenal,0,4,A,0,1,A,1
2016/17,14/01/17,Tottenham,West Brom,4,0,H,2,0,H,1
2016/17,14/01/17,Watford,Middlesbrough,0,0,D,0,0,D,1
2016/17,14/01/17,West Ham,Crystal Palace,3,0,H,0,0,D,1
2016/17,15/01/17,Everton,Man City,4,0,H,1,0,H,1
2016/17,15/01/17,Man United,Liverpool,1,1,D,0,1,A,1
2016/17,21/01/17,Bournemouth,Watford,2,2,D,0,1,A,1
2016/17,21/01/17,Crystal Palace,Everton,0,1,A,0,0,D,1
2016/17,21/01/17,Liverpool,Swansea,2,3,A,0,0,D,1
2016/17,21/01/17,Man City,Tottenham,2,2,D,0,0,D,1
2016/17,21/01/17,Middlesbrough,West Ham,1,3,A,1,2,A,1
2016/17,21/01/17,Stoke,Man United,1,1,D,1,0,H,1
2016/17,21/01/17,West Brom,Sunderland,2,0,H,2,0,H,1
2016/17,22/01/17,Arsenal,Burnley,2,1,H,0,0,D,1
2016/17,22/01/17,Chelsea,Hull,2,0,H,1,0,H,1
2016/17,22/01/17,Southampton,Leicester,3,0,H,2,0,H,1
2016/17,31/01/17,Arsenal,Watford,1,2,A,0,2,A,1
2016/17,31/01/17,Bournemouth,Crystal Palace,0,2,A,0,0,D,1
2016/17,31/01/17,Burnley,Leicester,1,0,H,0,0,D,1
2016/17,31/01/17,Liverpool,Chelsea,1,1,D,0,1,A,1
2016/17,31/01/17,Middlesbrough,West Brom,1,1,D,1,1,D,1
2016/17,31/01/17,Sunderland,Tottenham,0,0,D,0,0,D,1
2016/17,31/01/17,Swansea,Southampton,2,1,H,1,0,H,1
2016/17,01/02/17,Man United,Hull,0,0,D,0,0,D,1
2016/17,01/02/17,Stoke,Everton,1,1,D,1,1,D,1
2016/17,01/02/17,West Ham,Man City,0,4,A,0,3,A,1
2016/17,04/02/17,Chelsea,Arsenal,3,1,H,1,0,H,1
2016/17,04/02/17,Crystal Palace,Sunderland,0,4,A,0,4,A,1
2016/17,04/02/17,Everton,Bournemouth,6,3,H,3,0,H,1
2016/17,04/02/17,Hull,Liverpool,2,0,H,1,0,H,1
2016/17,04/02/17,Southampton,West Ham,1,3,A,1,2,A,1
2016/17,04/02/17,Tottenham,Middlesbrough,1,0,H,0,0,D,1
2016/17,04/02/17,Watford,Burnley,2,1,H,2,0,H,1
2016/17,04/02/17,West Brom,Stoke,1,0,H,1,0,H,1
2016/17,05/02/17,Leicester,Man United,0,3,A,0,2,A,1
2016/17,05/02/17,Man City,Swansea,2,1,H,1,0,H,1
2016/17,11/02/17,Arsenal,Hull,2,0,H,1,0,H,1
2016/17,11/02/17,Liverpool,Tottenham,2,0,H,2,0,H,1
2016/17,11/02/17,Man United,Watford,2,0,H,1,0,H,1
2016/17,11/02/17,Middlesbrough,Everton,0,0,D,0,0,D,1
2016/17,11/02/17,Stoke,Crystal Palace,1,0,H,0,0,D,1
2016/17,11/02/17,Sunderland,Southampton,0,4,A,0,2,A,1
2016/17,11/02/17,West Ham,West Brom,2,2,D,0,1,A,1
2016/17,12/02/17,Burnley,Chelsea,1,1,D,1,1,D,1
2016/17,12/02/17,Swansea,Leicester,2,0,H,2,0,H,1
2016/17,13/02/17,Bournemouth,Man City,0,2,A,0,1,A,1
2016/17,25/02/17,Chelsea,Swansea,3,1,H,1,1,D,1
2016/17,25/02/17,Crystal Palace,Middlesbrough,1,0,H,1,0,H,1
2016/17,25/02/17,Everton,Sunderland,2,0,H,1,0,H,1
2016/17,25/02/17,Hull,Burnley,1,1,D,0,0,D,1
2016/17,25/02/17,Watford,West Ham,1,1,D,1,0,H,1
2016/17,25/02/17,West Brom,Bournemouth,2,1,H,2,1,H,1
2016/17,26/02/17,Tottenham,Stoke,4,0,H,4,0,H,1
2016/17,27/02/17,Leicester,Liverpool,3,1,H,2,0,H,1
2016/17,04/03/17,Leicester,Hull,3,1,H,1,1,D,1
2016/17,04/03/17,Liverpool,Arsenal,3,1,H,2,0,H,1
2016/17,04/03/17,Man United,Bournemouth,1,1,D,1,1,D,1
2016/17,04/03/17,Stoke,Middlesbrough,2,0,H,2,0,H,1
2016/17,04/03/17,Swansea,Burnley,3,2,H,1,1,D,1
2016/17,04/03/17,Watford,Southampton,3,4,A,1,2,A,1
2016/17,04/03/17,West Brom,Crystal Palace,0,2,A,0,0,D,1
2016/17,05/03/17,Sunderland,Man City,0,2,A,0,1,A,1
2016/17,05/03/17,Tottenham,Everton,3,2,H,1,0,H,1
2016/17,06/03/17,West Ham,Chelsea,1,2,A,0,1,A,1
2016/17,08/03/17,Man City,Stoke,0,0,D,0,0,D,1
2016/17,11/03/17,Bournemouth,West Ham,3,2,H,1,1,D,1
2016/17,11/03/17,Everton,West Brom,3,0,H,2,0,H,1
2016/17,11/03/17,Hull,Swansea,2,1,H,0,0,D,1
2016/17,12/03/17,Liverpool,Burnley,2,1,H,1,1,D,1
2016/17,18/03/17,Bournemouth,Swansea,2,0,H,1,0,H,1
2016/17,18/03/17,Crystal Palace,Watford,1,0,H,0,0,D,1
2016/17,18/03/17,Everton,Hull,4,0,H,1,0,H,1
2016/17,18/03/17,Stoke,Chelsea,1,2,A,1,1,D,1
2016/17,18/03/17,Sunderland,Burnley,0,0,D,0,0,D,1
2016/17,18/03/17,West Brom,Arsenal,3,1,H,1,1,D,1
2016/17,18/03/17,West Ham,Leicester,2,3,A,1,3,A,1
2016/17,19/03/17,Man City,Liverpool,1,1,D,0,0,D,1
2016/17,19/03/17,Middlesbrough,Man United,1,3,A,0,1,A,1
2016/17,19/03/17,Tottenham,Southampton,2,1,H,2,0,H,1
2016/17,01/04/17,Burnley,Tottenham,0,2,A,0,0,D,1
2016/17,01/04/17,Chelsea,Crystal Palace,1,2,A,1,2,A,1
2016/17,01/04/17,Hull,West Ham,2,1,H,0,1,A,1
2016/17,01/04/17,Leicester,Stoke,2,0,H,1,0,H,1
2016/17,01/04/17,Liverpool,Everton,3,1,H,2,1,H,1
2016/17,01/04/17,Man United,West Brom,0,0,D,0,0,D,1
2016/17,01/04/17,Southampton,Bournemouth,0,0,D,0,0,D,1
2016/17,01/04/17,Watford,Sunderland,1,0,H,0,0,D,1
2016/17,02/04/17,Arsenal,Man City,2,2,D,1,2,A,1
2016/17,02/04/17,Swansea,Middlesbrough,0,0,D,0,0,D,1
2016/17,04/04/17,Burnley,Stoke,1,0,H,0,0,D,1
2016/17,04/04/17,Leicester,Sunderland,2,0,H,0,0,D,1
2016/17,04/04/17,Man United,Everton,1,1,D,0,1,A,1
2016/17,04/04/17,Watford,West Brom,2,0,H,1,0,H,1
2016/17,05/04/17,Arsenal,West Ham,3,0,H,0,0,D,1
2016/17,05/04/17,Chelsea,Man City,2,1,H,2,1,H,1
2016/17,05/04/17,Hull,Middlesbrough,4,2,H,3,2,H,1
2016/17,05/04/17,Liverpool,Bournemouth,2,2,D,1,1,D,1
2016/17,05/04/17,Southampton,Crystal Palace,3,1,H,1,1,D,1
2016/17,05/04/17,Swansea,Tottenham,1,3,A,1,0,H,1
2016/17,08/04/17,Bournemouth,Chelsea,1,3,A,1,2,A,1
2016/17,08/04/17,Man City,Hull,3,1,H,1,0,H,1
2016/17,08/04/17,Middlesbrough,Burnley,0,0,D,0,0,D,1
2016/17,08/04/17,Stoke,Liverpool,1,2,A,1,0,H,1
2016/17,08/04/17,Tottenham,Watford,4,0,H,3,0,H,1
2016/17,08/04/17,West Brom,Southampton,0,1,A,0,1,A,1
2016/17,08/04/17,West Ham,Swansea,1,0,H,1,0,H,1
2016/17,09/04/17,Everton,Leicester,4,2,H,3,2,H,1
2016/17,09/04/17,Sunderland,Man United,0,3,A,0,1,A,1
2016/17,10/04/17,Crystal Palace,Arsenal,3,0,H,1,0,H,1
2016/17,15/04/17,Crystal Palace,Leicester,2,2,D,0,1,A,1
2016/17,15/04/17,Everton,Burnley,3,1,H,0,0,D,1
2016/17,15/04/17,Southampton,Man City,0,3,A,0,0,D,1
2016/17,15/04/17,Stoke,Hull,3,1,H,1,0,H,1
2016/17,15/04/17,Sunderland,West Ham,2,2,D,1,1,D,1
2016/17,15/04/17,Tottenham,Bournemouth,4,0,H,2,0,H,1
2016/17,15/04/17,Watford,Swansea,1,0,H,1,0,H,1
2016/17,16/04/17,Man United,Chelsea,2,0,H,1,0,H,1
2016/17,16/04/17,West Brom,Liverpool,0,1,A,0,1,A,1
2016/17,17/04/17,Middlesbrough,Arsenal,1,2,A,0,1,A,1
2016/17,22/04/17,Bournemouth,Middlesbrough,4,0,H,2,0,H,1
2016/17,22/04/17,Hull,Watford,2,0,H,0,0,D,1
2016/17,22/04/17,Swansea,Stoke,2,0,H,1,0,H,1
2016/17,22/04/17,West Ham,Everton,0,0,D,0,0,D,1
2016/17,23/04/17,Burnley,Man United,0,2,A,0,2,A,1
2016/17,23/04/17,Liverpool,Crystal Palace,1,2,A,1,1,D,1
2016/17,25/04/17,Chelsea,Southampton,4,2,H,2,1,H,1
2016/17,26/04/17,Arsenal,Leicester,1,0,H,0,0,D,1
2016/17,26/04/17,Crystal Palace,Tottenham,0,1,A,0,0,D,1
2016/17,26/04/17,Middlesbrough,Sunderland,1,0,H,1,0,H,1
2016/17,27/04/17,Man City,Man United,0,0,D,0,0,D,1
2016/17,29/04/17,Crystal Palace,Burnley,0,2,A,0,1,A,1
2016/17,29/04/17,Southampton,Hull,0,0,D,0,0,D,1
2016/17,29/04/17,Stoke,West Ham,0,0,D,0,0,D,1
2016/17,29/04/17,Sunderland,Bournemouth,0,1,A,0,0,D,1
2016/17,29/04/17,West Brom,Leicester,0,1,A,0,1,A,1
2016/17,30/04/17,Everton,Chelsea,0,3,A,0,0,D,1
2016/17,30/04/17,Man United,Swansea,1,1,D,1,0,H,1
2016/17,30/04/17,Middlesbrough,Man City,2,2,D,1,0,H,1
2016/17,30/04/17,Tottenham,Arsenal,2,0,H,0,0,D,1
2016/17,01/05/17,Watford,Liverpool,0,1,A,0,1,A,1
2016/17,05/05/17,West Ham,Tottenham,1,0,H,0,0,D,1
2016/17,06/05/17,Bournemouth,Stoke,2,2,D,0,1,A,1
2016/17,06/05/17,Burnley,West Brom,2,2,D,0,0,D,1
2016/17,06/05/17,Hull,Sunderland,0,2,A,0,0,D,1
2016/17,06/05/17,Leicester,Watford,3,0,H,1,0,H,1
2016/17,06/05/17,Man City,Crystal Palace,5,0,H,1,0,H,1
2016/17,06/05/17,Swansea,Everton,1,0,H,1,0,H,1
2016/17,07/05/17,Arsenal,Man United,2,0,H,0,0,D,1
2016/17,07/05/17,Liverpool,Southampton,0,0,D,0,0,D,1
2016/17,08/05/17,Chelsea,Middlesbrough,3,0,H,2,0,H,1
2016/17,10/05/17,Southampton,Arsenal,0,2,A,0,0,D,1
2016/17,12/05/17,Everton,Watford,1,0,H,0,0,D,1
2016/17,12/05/17,West Brom,Chelsea,0,1,A,0,0,D,1
2016/17,13/05/17,Bournemouth,Burnley,2,1,H,1,0,H,1
2016/17,13/05/17,Man City,Leicester,2,1,H,2,1,H,1
2016/17,13/05/17,Middlesbrough,Southampton,1,2,A,0,1,A,1
2016/17,13/05/17,Stoke,Arsenal,1,4,A,0,1,A,1
2016/17,13/05/17,Sunderland,Swansea,0,2,A,0,2,A,1
2016/17,14/05/17,Crystal Palace,Hull,4,0,H,2,0,H,1
2016/17,14/05/17,Tottenham,Man United,2,1,H,1,0,H,1
2016/17,14/05/17,West Ham,Liverpool,0,4,A,0,1,A,1
2016/17,15/05/17,Chelsea,Watford,4,3,H,2,1,H,1
2016/17,16/05/17,Arsenal,Sunderland,2,0,H,0,0,D,1
2016/17,16/05/17,Man City,West Brom,3,1,H,2,0,H,1
2016/17,17/05/17,Southampton,Man United,0,0,D,0,0,D,1
2016/17,18/05/17,Leicester,Tottenham,1,6,A,0,2,A,1
2016/17,21/05/17,Arsenal,Everton,3,1,H,2,0,H,1
2016/17,21/05/17,Burnley,West Ham,1,2,A,1,1,D,1
2016/17,21/05/17,Chelsea,Sunderland,5,1,H,1,1,D,1
2016/17,21/05/17,Hull,Tottenham,1,7,A,0,3,A,1
2016/17,21/05/17,Leicester,Bournemouth,1,1,D,0,1,A,1
2016/17,21/05/17,Liverpool,Middlesbrough,3,0,H,1,0,H,1
2016/17,21/05/17,Man United,Crystal Palace,2,0,H,2,0,H,1
2016/17,21/05/17,Southampton,Stoke,0,1,A,0,0,D,1
2016/17,21/05/17,Swansea,West Brom,2,1,H,0,1,A,1
2016/17,21/05/17,Watford,Man City,0,5,A,0,4,A,1
2017/18,11/08/2017,Arsenal,Leicester,4,3,H,2,2,D,1
2017/18,12/08/2017,Brighton,Man City,0,2,A,0,0,D,1
2017/18,12/08/2017,Chelsea,Burnley,2,3,A,0,3,A,1
2017/18,12/08/2017,Crystal Palace,Huddersfield,0,3,A,0,2,A,1
2017/18,12/08/2017,Everton,Stoke,1,0,H,1,0,H,1
2017/18,12/08/2017,Southampton,Swansea,0,0,D,0,0,D,1
2017/18,12/08/2017,Watford,Liverpool,3,3,D,2,1,H,1
2017/18,12/08/2017,West Brom,Bournemouth,1,0,H,1,0,H,1
2017/18,13/08/2017,Man United,West Ham,4,0,H,1,0,H,1
2017/18,13/08/2017,Newcastle,Tottenham,0,2,A,0,0,D,1
2017/18,19/08/2017,Bournemouth,Watford,0,2,A,0,0,D,1
2017/18,19/08/2017,Burnley,West Brom,0,1,A,0,0,D,1
2017/18,19/08/2017,Leicester,Brighton,2,0,H,1,0,H,1
2017/18,19/08/2017,Liverpool,Crystal Palace,1,0,H,0,0,D,1
2017/18,19/08/2017,Southampton,West Ham,3,2,H,2,1,H,1
2017/18,19/08/2017,Stoke,Arsenal,1,0,H,0,0,D,1
2017/18,19/08/2017,Swansea,Man United,0,4,A,0,1,A,1
2017/18,20/08/2017,Huddersfield,Newcastle,1,0,H,0,0,D,1
2017/18,20/08/2017,Tottenham,Chelsea,1,2,A,0,1,A,1
2017/18,21/08/2017,Man City,Everton,1,1,D,0,1,A,1
2017/18,26/08/2017,Bournemouth,Man City,1,2,A,1,1,D,1
2017/18,26/08/2017,Crystal Palace,Swansea,0,2,A,0,1,A,1
2017/18,26/08/2017,Huddersfield,Southampton,0,0,D,0,0,D,1
2017/18,26/08/2017,Man United,Leicester,2,0,H,0,0,D,1
2017/18,26/08/2017,Newcastle,West Ham,3,0,H,1,0,H,1
2017/18,26/08/2017,Watford,Brighton,0,0,D,0,0,D,1
2017/18,27/08/2017,Chelsea,Everton,2,0,H,2,0,H,1
2017/18,27/08/2017,Liverpool,Arsenal,4,0,H,2,0,H,1
2017/18,27/08/2017,Tottenham,Burnley,1,1,D,0,0,D,1
2017/18,27/08/2017,West Brom,Stoke,1,1,D,0,0,D,1
2017/18,09/09/2017,Arsenal,Bournemouth,3,0,H,2,0,H,1
2017/18,09/09/2017,Brighton,West Brom,3,1,H,1,0,H,1
2017/18,09/09/2017,Everton,Tottenham,0,3,A,0,2,A,1
2017/18,09/09/2017,Leicester,Chelsea,1,2,A,0,1,A,1
2017/18,09/09/2017,Man City,Liverpool,5,0,H,2,0,H,1
2017/18,09/09/2017,Southampton,Watford,0,2,A,0,1,A,1
2017/18,09/09/2017,Stoke,Man United,2,2,D,1,1,D,1
2017/18,10/09/2017,Burnley,Crystal Palace,1,0,H,1,0,H,1
2017/18,10/09/2017,Swansea,Newcastle,0,1,A,0,0,D,1
2017/18,11/09/2017,West Ham,Huddersfield,2,0,H,0,0,D,1
2017/18,15/09/2017,Bournemouth,Brighton,2,1,H,0,0,D,1
2017/18,16/09/2017,Crystal Palace,Southampton,0,1,A,0,1,A,1
2017/18,16/09/2017,Huddersfield,Leicester,1,1,D,0,0,D,1
2017/18,16/09/2017,Liverpool,Burnley,1,1,D,1,1,D,1
2017/18,16/09/2017,Newcastle,Stoke,2,1,H,1,0,H,1
2017/18,16/09/2017,Tottenham,Swansea,0,0,D,0,0,D,1
2017/18,16/09/2017,Watford,Man City,0,6,A,0,3,A,1
2017/18,16/09/2017,West Brom,West Ham,0,0,D,0,0,D,1
2017/18,17/09/2017,Chelsea,Arsenal,0,0,D,0,0,D,1
2017/18,17/09/2017,Man United,Everton,4,0,H,1,0,H,1
2017/18,23/09/2017,Burnley,Huddersfield,0,0,D,0,0,D,1
2017/18,23/09/2017,Everton,Bournemouth,2,1,H,0,0,D,1
2017/18,23/09/2017,Leicester,Liverpool,2,3,A,1,2,A,1
2017/18,23/09/2017,Man City,Crystal Palace,5,0,H,1,0,H,1
2017/18,23/09/2017,Southampton,Man United,0,1,A,0,1,A,1
2017/18,23/09/2017,Stoke,Chelsea,0,4,A,0,2,A,1
2017/18,23/09/2017,Swansea,Watford,1,2,A,0,1,A,1
2017/18,23/09/2017,West Ham,Tottenham,2,3,A,0,2,A,1
2017/18,24/09/2017,Brighton,Newcastle,1,0,H,0,0,D,1
2017/18,25/09/2017,Arsenal,West Brom,2,0,H,1,0,H,1
2017/18,30/09/2017,Bournemouth,Leicester,0,0,D,0,0,D,1
2017/18,30/09/2017,Chelsea,Man City,0,1,A,0,0,D,1
2017/18,30/09/2017,Huddersfield,Tottenham,0,4,A,0,3,A,1
2017/18,30/09/2017,Man United,Crystal Palace,4,0,H,2,0,H,1
2017/18,30/09/2017,Stoke,Southampton,2,1,H,1,0,H,1
2017/18,30/09/2017,West Brom,Watford,2,2,D,2,1,H,1
2017/18,30/09/2017,West Ham,Swansea,1,0,H,0,0,D,1
2017/18,01/10/2017,Arsenal,Brighton,2,0,H,1,0,H,1
2017/18,01/10/2017,Everton,Burnley,0,1,A,0,1,A,1
2017/18,01/10/2017,Newcastle,Liverpool,1,1,D,1,1,D,1
2017/18,14/10/2017,Burnley,West Ham,1,1,D,0,1,A,1
2017/18,14/10/2017,Crystal Palace,Chelsea,2,1,H,2,1,H,1
2017/18,14/10/2017,Liverpool,Man United,0,0,D,0,0,D,1
2017/18,14/10/2017,Man City,Stoke,7,2,H,3,1,H,1
2017/18,14/10/2017,Swansea,Huddersfield,2,0,H,1,0,H,1
2017/18,14/10/2017,Tottenham,Bournemouth,1,0,H,0,0,D,1
2017/18,14/10/2017,Watford,Arsenal,2,1,H,0,1,A,1
2017/18,15/10/2017,Brighton,Everton,1,1,D,0,0,D,1
2017/18,15/10/2017,Southampton,Newcastle,2,2,D,0,1,A,1
2017/18,16/10/2017,Leicester,West Brom,1,1,D,0,0,D,1
2017/18,20/10/2017,West Ham,Brighton,0,3,A,0,2,A,1
2017/18,21/10/2017,Chelsea,Watford,4,2,H,1,1,D,1
2017/18,21/10/2017,Huddersfield,Man United,2,1,H,2,0,H,1
2017/18,21/10/2017,Man City,Burnley,3,0,H,1,0,H,1
2017/18,21/10/2017,Newcastle,Crystal Palace,1,0,H,0,0,D,1
2017/18,21/10/2017,Southampton,West Brom,1,0,H,0,0,D,1
2017/18,21/10/2017,Stoke,Bournemouth,1,2,A,0,2,A,1
2017/18,21/10/2017,Swansea,Leicester,1,2,A,0,1,A,1
2017/18,22/10/2017,Everton,Arsenal,2,5,A,1,1,D,1
2017/18,22/10/2017,Tottenham,Liverpool,4,1,H,3,1,H,1
2017/18,28/10/2017,Arsenal,Swansea,2,1,H,0,1,A,1
2017/18,28/10/2017,Bournemouth,Chelsea,0,1,A,0,0,D,1
2017/18,28/10/2017,Crystal Palace,West Ham,2,2,D,0,2,A,1
2017/18,28/10/2017,Liverpool,Huddersfield,3,0,H,0,0,D,1
2017/18,28/10/2017,Man United,Tottenham,1,0,H,0,0,D,1
2017/18,28/10/2017,Watford,Stoke,0,1,A,0,1,A,1
2017/18,28/10/2017,West Brom,Man City,2,3,A,1,2,A,1
2017/18,29/10/2017,Brighton,Southampton,1,1,D,0,1,A,1
2017/18,29/10/2017,Leicester,Everton,2,0,H,2,0,H,1
2017/18,30/10/2017,Burnley,Newcastle,1,0,H,0,0,D,1
2017/18,04/11/2017,Huddersfield,West Brom,1,0,H,1,0,H,1
2017/18,04/11/2017,Newcastle,Bournemouth,0,1,A,0,0,D,1
2017/18,04/11/2017,Southampton,Burnley,0,1,A,0,0,D,1
2017/18,04/11/2017,Stoke,Leicester,2,2,D,1,1,D,1
2017/18,04/11/2017,Swansea,Brighton,0,1,A,0,1,A,1
2017/18,04/11/2017,West Ham,Liverpool,1,4,A,0,2,A,1
2017/18,05/11/2017,Chelsea,Man United,1,0,H,0,0,D,1
2017/18,05/11/2017,Everton,Watford,3,2,H,0,0,D,1
2017/18,05/11/2017,Man City,Arsenal,3,1,H,1,0,H,1
2017/18,05/11/2017,Tottenham,Crystal Palace,1,0,H,0,0,D,1
2017/18,18/11/2017,Arsenal,Tottenham,2,0,H,2,0,H,1
2017/18,18/11/2017,Bournemouth,Huddersfield,4,0,H,2,0,H,1
2017/18,18/11/2017,Burnley,Swansea,2,0,H,2,0,H,1
2017/18,18/11/2017,Crystal Palace,Everton,2,2,D,2,2,D,1
2017/18,18/11/2017,Leicester,Man City,0,2,A,0,1,A,1
2017/18,18/11/2017,Liverpool,Southampton,3,0,H,2,0,H,1
2017/18,18/11/2017,Man United,Newcastle,4,1,H,2,1,H,1
2017/18,18/11/2017,West Brom,Chelsea,0,4,A,0,3,A,1
2017/18,19/11/2017,Watford,West Ham,2,0,H,1,0,H,1
2017/18,20/11/2017,Brighton,Stoke,2,2,D,1,2,A,1
2017/18,24/11/2017,West Ham,Leicester,1,1,D,1,1,D,1
2017/18,25/11/2017,Crystal Palace,Stoke,2,1,H,0,0,D,1
2017/18,25/11/2017,Liverpool,Chelsea,1,1,D,0,0,D,1
2017/18,25/11/2017,Man United,Brighton,1,0,H,0,0,D,1
2017/18,25/11/2017,Newcastle,Watford,0,3,A,0,2,A,1
2017/18,25/11/2017,Swansea,Bournemouth,0,0,D,0,0,D,1
2017/18,25/11/2017,Tottenham,West Brom,1,1,D,0,1,A,1
2017/18,26/11/2017,Burnley,Arsenal,0,1,A,0,0,D,1
2017/18,26/11/2017,Huddersfield,Man City,1,2,A,1,0,H,1
2017/18,26/11/2017,Southampton,Everton,4,1,H,1,1,D,1
2017/18,28/11/2017,Brighton,Crystal Palace,0,0,D,0,0,D,1
2017/18,28/11/2017,Leicester,Tottenham,2,1,H,2,0,H,1
2017/18,28/11/2017,Watford,Man United,2,4,A,0,3,A,1
2017/18,28/11/2017,West Brom,Newcastle,2,2,D,1,0,H,1
2017/18,29/11/2017,Arsenal,Huddersfield,5,0,H,1,0,H,1
2017/18,29/11/2017,Bournemouth,Burnley,1,2,A,0,1,A,1
2017/18,29/11/2017,Chelsea,Swansea,1,0,H,0,0,D,1
2017/18,29/11/2017,Everton,West Ham,4,0,H,2,0,H,1
2017/18,29/11/2017,Man City,Southampton,2,1,H,0,0,D,1
2017/18,29/11/2017,Stoke,Liverpool,0,3,A,0,1,A,1
2017/18,02/12/2017,Arsenal,Man United,1,3,A,0,2,A,1
2017/18,02/12/2017,Brighton,Liverpool,1,5,A,0,2,A,1
2017/18,02/12/2017,Chelsea,Newcastle,3,1,H,2,1,H,1
2017/18,02/12/2017,Everton,Huddersfield,2,0,H,0,0,D,1
2017/18,02/12/2017,Leicester,Burnley,1,0,H,1,0,H,1
2017/18,02/12/2017,Stoke,Swansea,2,1,H,2,1,H,1
2017/18,02/12/2017,Watford,Tottenham,1,1,D,1,1,D,1
2017/18,02/12/2017,West Brom,Crystal Palace,0,0,D,0,0,D,1
2017/18,03/12/2017,Bournemouth,Southampton,1,1,D,1,0,H,1
2017/18,03/12/2017,Man City,West Ham,2,1,H,0,1,A,1
2017/18,09/12/2017,Burnley,Watford,1,0,H,1,0,H,1
2017/18,09/12/2017,Crystal Palace,Bournemouth,2,2,D,2,2,D,1
2017/18,09/12/2017,Huddersfield,Brighton,2,0,H,2,0,H,1
2017/18,09/12/2017,Newcastle,Leicester,2,3,A,1,1,D,1
2017/18,09/12/2017,Swansea,West Brom,1,0,H,0,0,D,1
2017/18,09/12/2017,Tottenham,Stoke,5,1,H,1,0,H,1
2017/18,09/12/2017,West Ham,Chelsea,1,0,H,1,0,H,1
2017/18,10/12/2017,Liverpool,Everton,1,1,D,1,0,H,1
2017/18,10/12/2017,Man United,Man City,1,2,A,1,1,D,1
2017/18,10/12/2017,Southampton,Arsenal,1,1,D,1,0,H,1
2017/18,12/12/2017,Burnley,Stoke,1,0,H,0,0,D,1
2017/18,12/12/2017,Crystal Palace,Watford,2,1,H,0,1,A,1
2017/18,12/12/2017,Huddersfield,Chelsea,1,3,A,0,2,A,1
2017/18,13/12/2017,Liverpool,West Brom,0,0,D,0,0,D,1
2017/18,13/12/2017,Man United,Bournemouth,1,0,H,1,0,H,1
2017/18,13/12/2017,Newcastle,Everton,0,1,A,0,1,A,1
2017/18,13/12/2017,Southampton,Leicester,1,4,A,0,3,A,1
2017/18,13/12/2017,Swansea,Man City,0,4,A,0,2,A,1
2017/18,13/12/2017,Tottenham,Brighton,2,0,H,1,0,H,1
2017/18,13/12/2017,West Ham,Arsenal,0,0,D,0,0,D,1
2017/18,16/12/2017,Arsenal,Newcastle,1,0,H,1,0,H,1
2017/18,16/12/2017,Brighton,Burnley,0,0,D,0,0,D,1
2017/18,16/12/2017,Chelsea,Southampton,1,0,H,1,0,H,1
2017/18,16/12/2017,Leicester,Crystal Palace,0,3,A,0,2,A,1
